Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
407	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
407	3	0.3	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	121.77
407	4	0.4	0	-7.7	0.425	0.482	11.4	4.3	0.94	192.8
407	5	0.1	0	-6	0.397	0.477	7.75	4.9	0.92	47.7
408	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
408	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
408	3	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
408	4	0.35	0	-6	0.397	0.477	7.75	4.9	0.92	166.95
408	5	0.3	0	-7.7	0.425	0.482	11.4	4.3	0.94	144.6
408	6	0.1	0	-7.7	0.425	0.482	11.4	4.3	0.94	48.2
409	1	0.4	0.1	-25	0.365	0.485	5.3	13.1	0.92	174.6
409	2	0.05	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	18.04
409	3	0.55	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	157.08
409	4	0.2	0.9	-7	0.188	0.395	4.05	4	0.92	7.9
410	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
410	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
410	3	0.25	0.1	-6	0.397	0.477	7.75	4.9	0.92	107.325
410	4	0.55	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	223.245
410	5	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
411	1	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
411	2	0.9	0.4	-7	0.188	0.395	4.05	4	0.92	213.3
412	1	0.07	0.4	-25	0.365	0.485	5.3	13.1	0.92	20.37
412	2	0.13	0.2	-25	0.365	0.485	5.3	13.1	0.92	50.44
412	3	0.4	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
412	4	0.2	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	8.7
413	1	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
413	2	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
413	3	0.6	0	-25	0.365	0.485	5.3	13.1	0.92	291
413	4	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
414	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
414	2	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
414	3	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
414	4	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
414	5	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
415	1	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
415	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
417	1	0.06	0.2	-7	0.188	0.395	4.05	4	0.92	18.96
417	2	0.94	0.2	-7	0.188	0.395	4.05	4	0.92	297.04
418	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
418	2	0.96	0	-7.9	0.266	0.435	4.9	5.5	0.92	417.6
419	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
419	2	0.75	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	261
420	1	0.25	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	94.5
420	2	0.75	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	283.5
421	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
421	2	0.75	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	261
422	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
422	2	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
422	3	0.4	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	131.2
423	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
423	2	0.75	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	261
424	1	0.08	0	-6	0.397	0.477	7.75	4.9	0.92	38.16
424	2	0.92	0	-6	0.397	0.477	7.75	4.9	0.92	438.84
425	1	0.1	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	42.84
425	2	0.9	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	385.56
426	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
426	2	0.24	0	-25	0.365	0.485	5.3	13.1	0.92	116.4
426	3	0.26	0	-25	0.365	0.485	5.3	13.1	0.92	126.1
426	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
427	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
427	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
427	3	0.11	0	-25	0.365	0.485	5.3	13.1	0.92	53.35
427	4	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
427	5	0.24	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	90.72
427	6	0.3	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	113.4
428	1	0.27	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	109.593
428	2	0.18	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	70.47
428	3	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
428	4	0.45	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	166.05
428	5	0.3	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	110.7
429	1	0.29	0.1	-25	0.365	0.485	5.3	13.1	0.92	126.585
429	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
429	3	0.13	0.2	-25	0.365	0.485	5.3	13.1	0.92	50.44
429	4	0.16	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	41.76
429	5	0.37	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	91.02
430	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
430	2	0.14	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	56.826
430	3	0.18	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	68.04
430	4	0.31	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	117.18
430	5	0.17	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	66.555
430	6	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
431	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
431	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
431	3	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
431	4	0.3	0	-6	0.397	0.477	7.75	4.9	0.92	143.1
431	5	0.3	0	-6	0.397	0.477	7.75	4.9	0.92	143.1
432	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
432	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
432	3	0.12	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	51.408
432	4	0.31	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	111.848
432	5	0.17	0.2	-7	0.188	0.395	4.05	4	0.92	53.72
432	6	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
433	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
433	2	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
433	3	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
433	4	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
433	5	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
433	6	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
433	7	0.6	0.4	-7	0.188	0.395	4.05	4	0.92	142.2
434	1	0.05	0	-25	0.365	0.485	5.3	13.1	0.92	24.25
434	2	0.45	0.2	-25	0.365	0.485	5.3	13.1	0.92	174.6
434	3	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
434	4	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
434	5	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
435	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
435	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
435	3	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
435	4	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
435	5	0.2	0.4	-25	0.365	0.485	5.3	13.1	0.92	58.2
435	6	0.5	0.2	-7	0.188	0.395	4.05	4	0.92	158
436	1	0.1	0.2	-25	0.365	0.485	5.3	13.1	0.92	38.8
436	2	0.4	0.2	-25	0.365	0.485	5.3	13.1	0.92	155.2
436	3	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
436	4	0.2	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	49.2
437	1	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
437	2	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
437	3	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
437	4	0.5	0.2	-7	0.188	0.395	4.05	4	0.92	158
437	5	0.1	0.2	-7	0.188	0.395	4.05	4	0.92	31.6
438	1	0.85	0.45	-7.9	0.266	0.435	4.9	5.5	0.92	203.3625
439	1	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
439	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
439	3	0.25	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
439	4	0.5	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	195.75
439	5	0.4	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	156.6
440	1	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
440	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
440	3	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
440	4	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
440	5	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
441	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
441	2	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
441	3	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
441	4	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
441	5	0.7	0.2	-7	0.188	0.395	4.05	4	0.92	221.2
442	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
442	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
442	3	0.55	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	215.325
442	4	0.2	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	67.2
442	5	0.1	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	33.6
443	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
443	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
443	3	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
443	4	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
443	5	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
443	6	0.4	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	144.32
444	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
444	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
444	3	0.1	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	42.84
444	4	0.2	0	-7.7	0.425	0.482	11.4	4.3	0.94	96.4
444	5	0.85	0	-7.7	0.425	0.482	11.4	4.3	0.94	409.7
444	6	0.1	0	-7.7	0.425	0.482	11.4	4.3	0.94	48.2
445	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
445	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
445	3	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
445	4	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
445	5	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
445	6	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
445	7	0.4	0.4	-7	0.188	0.395	4.05	4	0.92	94.8
446	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
446	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
446	3	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
446	4	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
446	5	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
446	6	0.1	0.2	-7	0.188	0.395	4.05	4	0.92	31.6
447	1	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
447	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
447	3	0.55	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	191.4
447	4	0.3	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	113.4
447	5	0.1	0.1	-6.3	0.317	0.42	7.12	4.2	0.92	37.8
448	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
448	2	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
448	3	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
448	4	0.5	0.1	-7	0.188	0.395	4.05	4	0.92	177.75
449	1	0.29	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	100.92
449	2	0.71	0.1	-7	0.188	0.395	4.05	4	0.92	252.405
449	3	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
449	4	0.1	0.4	-7	0.188	0.395	4.05	4	0.92	23.7
450	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
450	2	0.15	0	-6	0.397	0.477	7.75	4.9	0.92	71.55
450	3	0.2	0	-7.7	0.425	0.482	11.4	4.3	0.94	96.4
450	4	0.2	0	-7.7	0.425	0.482	11.4	4.3	0.94	96.4
450	5	0.5	0	-7.7	0.425	0.482	11.4	4.3	0.94	241
451	1	0.25	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	101.475
451	2	0.25	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
451	3	0.2	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	72.16
451	4	0.5	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	180.4
451	5	0.4	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	162.36
452	1	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
452	2	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
452	3	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
452	4	0.5	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
453	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
453	2	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
453	3	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
453	4	0.5	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	123
454	1	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
454	2	0.5	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	195.75
454	3	0.45	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	162.36
455	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
455	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
455	3	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
455	4	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
456	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
456	2	0.65	0	-25	0.365	0.485	5.3	13.1	0.92	315.25
456	3	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
456	4	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
457	1	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
457	2	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
457	3	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
457	4	0.4	0.2	-7	0.188	0.395	4.05	4	0.92	126.4
458	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
458	2	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
458	3	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
459	1	0.15	0	-6	0.397	0.477	7.75	4.9	0.92	71.55
459	2	0.1	0.1	-7	0.188	0.395	4.05	4	0.92	35.55
460	1	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
461	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
461	2	0.96	0	-7.9	0.266	0.435	4.9	5.5	0.92	417.6
462	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
462	2	0.31	0	-8.5	0.324	0.451	5.39	6.3	0.92	139.81
462	3	0.45	0	-8.5	0.324	0.451	5.39	6.3	0.92	202.95
463	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
463	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
463	3	0.35	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	94.71
464	1	0.1	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	42.84
464	2	0.08	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	34.272
464	3	0.19	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	77.121
464	4	0.48	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	129.888
464	5	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
465	1	0.08	0.1	-25	0.365	0.485	5.3	13.1	0.92	34.92
465	2	0.77	0.1	-25	0.365	0.485	5.3	13.1	0.92	336.105
465	3	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
466	1	0.16	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	41.76
466	2	0.17	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	44.37
466	3	0.62	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	101.68
467	1	0.06	0.2	-25	0.365	0.485	5.3	13.1	0.92	23.28
467	2	0.42	0.2	-25	0.365	0.485	5.3	13.1	0.92	162.96
467	3	0.07	0.4	-25	0.365	0.485	5.3	13.1	0.92	20.37
468	1	0.12	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	46.98
468	2	0.05	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
468	3	0.21	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	51.66
468	4	0.52	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	127.92
469	1	0.18	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	64.944
469	2	0.16	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	57.728
469	3	0.61	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	165.066
470	1	0.85	0.23	-25	0.365	0.485	5.3	13.1	0.92	317.4325
471	1	0.27	0.2	-25	0.365	0.485	5.3	13.1	0.92	104.76
471	2	0.17	0.2	-25	0.365	0.485	5.3	13.1	0.92	65.96
471	3	0.06	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	15.66
472	1	0.09	0.6	-25	0.365	0.485	5.3	13.1	0.92	17.46
472	2	0.36	0.9	-25	0.365	0.485	5.3	13.1	0.92	17.46
472	3	0.8	0.9	-7	0.188	0.395	4.05	4	0.92	31.6
474	1	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
474	2	0.17	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	46.002
474	3	0.18	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
475	1	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
475	2	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
475	3	0.25	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	61.5
476	1	0.04	0.1	-25	0.365	0.485	5.3	13.1	0.92	17.46
476	2	0.23	0.2	-25	0.365	0.485	5.3	13.1	0.92	89.24
476	3	0.28	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	73.08
477	1	0.08	0.4	-14.8	0.402	0.476	8.52	7.3	0.92	22.848
477	2	0.24	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	64.944
477	3	0.63	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	109.62
478	1	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
478	2	0.14	0	-7	0.188	0.395	4.05	4	0.92	55.3
478	3	0.26	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	101.79
479	1	0.27	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	70.47
479	2	0.43	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	112.23
479	3	0.15	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
480	1	0.08	0	-25	0.365	0.485	5.3	13.1	0.92	38.8
480	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
480	3	0.36	0	-14.8	0.402	0.476	8.52	7.3	0.92	171.36
480	4	0.21	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	89.964
481	1	0.19	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	74.385
481	2	0.41	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	142.68
481	3	0.4	0.6	-3.8	0.203	0.41	4.38	3.5	0.92	65.6
483	1	0.04	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	14.432
483	2	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
483	3	0.34	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	88.74
483	4	0.32	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	83.52
484	1	0.18	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	44.28
484	2	0.37	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	91.02
484	3	0.5	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	123
485	1	0.16	0.1	-14.8	0.402	0.476	8.52	7.3	0.92	68.544
485	2	0.2	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	72.16
485	3	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
485	4	0.34	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	88.74
485	5	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
486	1	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
486	2	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
486	3	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
486	4	0.1	0.4	-7.7	0.425	0.482	11.4	4.3	0.94	28.92
487	1	0.14	0	-7	0.188	0.395	4.05	4	0.92	55.3
487	2	0.16	0	-7	0.188	0.395	4.05	4	0.92	63.2
487	3	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
487	4	0.1	0	-7.7	0.425	0.482	11.4	4.3	0.94	48.2
487	5	0.12	0.4	-6.3	0.317	0.42	7.12	4.2	0.92	30.24
488	1	0.28	0	-7	0.188	0.395	4.05	4	0.92	110.6
488	2	0.14	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	36.54
488	3	0.78	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	135.72
489	1	0.24	0	-7	0.188	0.395	4.05	4	0.92	94.8
489	2	0.16	0	-7	0.188	0.395	4.05	4	0.92	63.2
489	3	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
489	4	0.12	0	-7	0.188	0.395	4.05	4	0.92	47.4
489	5	0.22	0	-7	0.188	0.395	4.05	4	0.92	86.9
489	6	0.24	0	-7	0.188	0.395	4.05	4	0.92	94.8
489	7	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
489	8	0.1	0.4	-6.3	0.317	0.42	7.12	4.2	0.92	25.2
490	1	0.03	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	10.44
490	2	0.42	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	146.16
490	3	0.05	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	2.175
491	1	0.08	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	14.432
491	2	0.22	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	39.688
492	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
492	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
492	3	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
492	4	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
492	5	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
492	6	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
492	7	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
493	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
493	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
493	3	0.5	0	-25	0.365	0.485	5.3	13.1	0.92	242.5
494	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
494	2	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
494	3	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
494	4	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
495	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
495	2	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
495	3	0.5	0.1	-25	0.365	0.485	5.3	13.1	0.92	218.25
495	4	0.35	0.1	-25	0.365	0.485	5.3	13.1	0.92	152.775
495	5	0.35	0.2	-6	0.397	0.477	7.75	4.9	0.92	133.56
495	6	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
496	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
496	2	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
496	3	0.25	0	-6	0.397	0.477	7.75	4.9	0.92	119.25
496	4	0.45	0	-25	0.365	0.485	5.3	13.1	0.92	218.25
496	5	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
497	1	0.05	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	20.295
497	2	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
497	3	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
497	4	0.2	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
497	5	0.4	0.9	-7	0.188	0.395	4.05	4	0.92	15.8
498	1	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
498	2	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
498	3	0.3	0.2	-6	0.397	0.477	7.75	4.9	0.92	114.48
498	4	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
498	5	0.3	0.6	-14.8	0.402	0.476	8.52	7.3	0.92	57.12
499	1	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
499	2	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
499	3	0.3	0.4	-25	0.365	0.485	5.3	13.1	0.92	87.3
500	1	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
500	2	0.25	0.4	-25	0.365	0.485	5.3	13.1	0.92	72.75
500	3	0.25	0.6	-25	0.365	0.485	5.3	13.1	0.92	48.5
500	4	0.3	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
501	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
501	2	0.45	0.4	-25	0.365	0.485	5.3	13.1	0.92	130.95
